,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1511,53,90,RM,110.0,8472,Reg,Bnk,Corner,Mod,Other,Other,Norm,Other,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,104.0,Other,712.0,0.0,816.0,GasA,TA,N,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,1963.0,Unf,2.0,516.0,TA,TA,Y,106,0,0,0,0,0,0,5,2010,WD,Normal
1512,54,20,RL,68.0,50271,IR1,Lvl,Inside,Gtl,Other,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,CompShg,Other,Other,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810.0,Unf,0.0,32.0,1842.0,GasA,Gd,Y,SBrkr,1842,0,0,1842,2.0,0.0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3.0,894.0,TA,TA,Y,857,72,0,0,0,0,0,11,2006,WD,Normal
1513,55,80,RL,60.0,7134,Reg,Bnk,Inside,Mod,Names,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384.0,Unf,0.0,0.0,384.0,GasA,TA,Y,SBrkr,1360,0,0,1360,0.0,0.0,1,0,3,1,TA,6,Other,1,TA,Detchd,1962.0,Unf,2.0,572.0,TA,TA,Y,0,50,0,0,0,0,0,2,2007,WD,Normal
1514,56,20,RL,100.0,10175,IR1,Lvl,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490.0,Unf,0.0,935.0,1425.0,GasA,Gd,Y,SBrkr,1425,0,0,1425,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2.0,576.0,TA,TA,Y,0,0,0,407,0,0,0,7,2008,WD,Normal
1515,57,160,FV,24.0,2645,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649.0,Unf,0.0,321.0,970.0,GasA,Ex,Y,SBrkr,983,756,0,1739,1.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1999.0,Fin,2.0,480.0,TA,TA,Y,115,0,0,0,0,0,0,8,2009,WD,Abnorml
1516,58,60,RL,89.0,11645,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,860.0,860.0,GasA,Ex,Y,SBrkr,860,860,0,1720,0.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2004.0,RFn,2.0,565.0,TA,TA,Y,0,70,0,0,0,0,0,8,2006,WD,Normal
1517,59,60,RL,66.0,13682,Reg,HLS,CulDSac,Gtl,Other,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,TA,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1410.0,1410.0,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0.0,0.0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,641.0,TA,TA,Y,192,0,37,0,0,0,0,10,2006,New,Partial
1518,60,20,RL,60.0,7200,Reg,Bnk,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632.0,Unf,0.0,148.0,780.0,GasA,Ex,Y,SBrkr,780,0,0,780,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1973.0,Unf,1.0,352.0,TA,TA,Y,196,0,0,0,0,0,0,1,2008,WD,Normal
1519,61,20,RL,63.0,13072,Reg,Lvl,Inside,Gtl,SawyerW,Other,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941.0,Unf,0.0,217.0,1158.0,GasA,Ex,Y,SBrkr,1158,0,0,1158,1.0,0.0,1,1,3,1,Gd,5,Typ,0,None,Detchd,2006.0,Unf,2.0,576.0,TA,TA,Y,0,50,0,0,0,0,0,5,2006,New,Partial
1520,62,75,RM,60.0,7200,Reg,Lvl,Inside,Gtl,Other,Norm,Norm,1Fam,1Story,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Other,No,Unf,0.0,Unf,0.0,530.0,530.0,GasA,TA,N,SBrkr,581,530,0,1111,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1935.0,Unf,1.0,288.0,TA,TA,N,0,0,144,0,0,0,0,3,2007,WD,Normal
1521,63,120,RL,44.0,6442,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1346.0,1370.0,GasA,Ex,Y,SBrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,TA,Y,120,49,0,0,0,0,0,10,2007,WD,Normal
1522,64,70,RM,50.0,10300,IR1,Bnk,Inside,Gtl,OldTown,Other,Norm,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Other,Other,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,Gd,Y,SBrkr,902,808,0,1710,0.0,0.0,2,0,3,1,TA,9,Typ,0,None,Detchd,1990.0,Unf,2.0,480.0,TA,TA,Y,12,11,64,0,0,0,0,4,2010,WD,Normal
1523,65,60,RL,68.0,9375,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739.0,Unf,0.0,318.0,1057.0,GasA,Ex,Y,SBrkr,1057,977,0,2034,1.0,0.0,2,1,3,1,Gd,8,Typ,0,None,Attchd,1998.0,RFn,2.0,645.0,TA,TA,Y,576,36,0,0,0,0,0,2,2009,WD,Normal
1524,66,60,RL,76.0,9591,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,Ex,Y,SBrkr,1143,1330,0,2473,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3.0,852.0,TA,TA,Y,192,151,0,0,0,0,0,10,2007,WD,Normal
1525,67,20,RL,68.0,19900,Reg,Lvl,Inside,Gtl,Names,Other,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912.0,Unf,0.0,1035.0,1947.0,GasA,TA,Y,SBrkr,2207,0,0,2207,1.0,0.0,2,0,3,1,TA,7,Other,1,Gd,Attchd,1970.0,RFn,2.0,576.0,TA,TA,Y,301,0,0,0,0,0,0,7,2010,WD,Normal
1526,68,20,RL,72.0,10665,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013.0,Unf,0.0,440.0,1453.0,GasA,Ex,Y,SBrkr,1479,0,0,1479,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2.0,558.0,TA,TA,Y,144,29,0,0,0,0,0,6,2007,WD,Normal
1527,69,30,RM,47.0,4608,Reg,Lvl,Corner,Gtl,OldTown,Other,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,747.0,747.0,GasA,TA,Y,SBrkr,747,0,0,747,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Attchd,1945.0,Unf,1.0,220.0,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal
1528,70,50,RL,81.0,15593,Reg,Lvl,Corner,Gtl,Other,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,Other,Other,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603.0,Unf,0.0,701.0,1304.0,GasA,TA,Y,SBrkr,1304,983,0,2287,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2.0,667.0,TA,TA,Y,0,21,114,0,0,0,0,7,2006,WD,Normal
1529,71,20,RL,95.0,13651,IR1,Lvl,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880.0,Unf,0.0,343.0,2223.0,GasA,Ex,Y,SBrkr,2223,0,0,2223,1.0,0.0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2.0,516.0,TA,TA,Y,300,0,0,0,0,0,0,2,2007,WD,Normal
1530,72,20,RL,69.0,7599,Reg,Lvl,Corner,Gtl,Other,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565.0,Unf,0.0,280.0,845.0,GasA,TA,Y,SBrkr,845,0,0,845,1.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1987.0,Unf,2.0,360.0,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal
1531,73,60,RL,74.0,10141,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,Gd,Y,SBrkr,885,833,0,1718,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2.0,427.0,TA,TA,Y,0,94,0,0,291,0,0,12,2009,WD,Normal
1532,74,20,RL,85.0,10200,Reg,Lvl,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320.0,Other,362.0,404.0,1086.0,GasA,Gd,Y,SBrkr,1086,0,0,1086,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1989.0,Unf,2.0,490.0,TA,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal
1533,75,50,RM,60.0,5790,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Other,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Gd,N,SBrkr,840,765,0,1605,0.0,0.0,2,0,3,2,TA,8,Typ,0,None,Detchd,1915.0,Unf,1.0,379.0,TA,TA,Y,0,0,202,0,0,0,0,5,2010,WD,Normal
1534,76,180,RM,21.0,1596,Reg,Lvl,Inside,Gtl,Other,Norm,Norm,TwnhsE,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CemntBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462.0,Unf,0.0,0.0,462.0,GasA,TA,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,BuiltIn,1973.0,Unf,1.0,297.0,TA,TA,Y,120,101,0,0,0,0,0,11,2009,WD,Normal
1535,77,20,RL,68.0,8475,IR1,Lvl,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228.0,Unf,0.0,724.0,952.0,GasA,Ex,Y,FuseA,952,0,0,952,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1956.0,Unf,1.0,283.0,TA,TA,Y,0,0,0,0,0,0,0,4,2008,WD,Normal
1536,78,50,RM,50.0,8635,Reg,Lvl,Inside,Gtl,Other,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336.0,Other,41.0,295.0,672.0,GasA,TA,Y,SBrkr,1072,213,0,1285,1.0,0.0,1,0,2,1,TA,6,Other,0,None,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,0,1,2008,WD,Normal
1537,79,90,RL,72.0,10778,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Other,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1768.0,1768.0,GasA,TA,N,SBrkr,1768,0,0,1768,0.0,0.0,2,0,4,2,TA,8,Typ,0,None,None,1979.0,None,0.0,0.0,None,None,Y,0,0,0,0,0,0,0,4,2010,WD,Normal
1538,80,50,RM,60.0,10440,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,440.0,440.0,GasA,Gd,Y,SBrkr,682,548,0,1230,0.0,0.0,1,1,2,1,TA,5,Typ,0,None,Detchd,1966.0,Unf,2.0,440.0,TA,TA,Y,74,0,128,0,0,0,0,5,2009,WD,Normal
1539,81,60,RL,100.0,13000,Reg,Lvl,Corner,Gtl,Names,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448.0,Unf,0.0,448.0,896.0,GasA,TA,Y,SBrkr,1182,960,0,2142,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1.0,509.0,TA,TA,Y,0,72,0,0,252,0,0,6,2009,WD,Normal
1540,82,120,RM,32.0,4500,Reg,Lvl,Inside,Gtl,Other,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201.0,Unf,0.0,36.0,1237.0,GasA,Ex,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,TA,5,Typ,0,None,Attchd,1998.0,Fin,2.0,405.0,TA,TA,Y,0,199,0,0,0,0,0,3,2006,WD,Normal
1541,83,20,RL,78.0,10206,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33.0,Unf,0.0,1530.0,1563.0,GasA,Ex,Y,SBrkr,1563,0,0,1563,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3.0,758.0,TA,TA,Y,144,99,0,0,0,0,0,10,2008,WD,Normal
1542,84,20,RL,80.0,8892,IR1,Lvl,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,None,66.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1065.0,1065.0,GasA,Gd,Y,SBrkr,1065,0,0,1065,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Detchd,1974.0,Unf,2.0,461.0,TA,TA,Y,74,0,0,0,0,0,0,7,2007,Other,Normal
1543,85,80,RL,68.0,8530,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,804,670,0,1474,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2.0,400.0,TA,TA,Y,120,72,0,0,0,0,700,5,2009,WD,Normal
1544,86,60,RL,121.0,16059,Reg,Lvl,Corner,Gtl,Other,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1288.0,1288.0,GasA,Ex,Y,SBrkr,1301,1116,0,2417,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2.0,462.0,TA,TA,Y,127,82,0,0,0,0,0,4,2006,WD,Normal
1545,87,60,RL,122.0,11911,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Ex,Y,SBrkr,684,876,0,1560,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2.0,400.0,TA,TA,Y,100,38,0,0,0,0,0,3,2009,WD,Normal
1546,88,160,FV,40.0,3951,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,612.0,612.0,GasA,Ex,Y,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2009.0,RFn,2.0,528.0,TA,TA,Y,0,234,0,0,0,0,0,6,2009,New,Partial
1547,89,50,RL,105.0,8470,IR1,Lvl,Corner,Gtl,Other,Feedr,Norm,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Other,No,Unf,0.0,Unf,0.0,1013.0,1013.0,GasA,TA,N,SBrkr,1013,0,513,1526,0.0,0.0,1,0,2,1,TA,6,Typ,0,None,None,1979.0,None,0.0,0.0,None,None,N,0,0,156,0,0,0,0,10,2009,Other,Abnorml
1548,90,20,RL,60.0,8070,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588.0,Unf,0.0,402.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,None,1979.0,None,0.0,0.0,None,None,Y,0,0,0,0,0,0,0,8,2007,WD,Normal
1549,91,20,RL,60.0,7200,Reg,Lvl,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,Other,Wd Sdng,None,0.0,TA,TA,PConc,Other,Other,No,Unf,0.0,Other,0.0,0.0,0.0,GasA,TA,Y,FuseA,1040,0,0,1040,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1950.0,Unf,2.0,420.0,TA,TA,Y,0,29,0,0,0,0,0,7,2006,WD,Normal
1550,92,20,RL,85.0,8500,Reg,Lvl,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,None,203.0,TA,TA,CBlock,TA,TA,No,Rec,600.0,Unf,0.0,635.0,1235.0,GasA,TA,Y,SBrkr,1235,0,0,1235,0.0,0.0,1,0,2,1,TA,6,Typ,0,None,Attchd,1961.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,0,12,2006,WD,Abnorml
1551,93,30,RL,80.0,13360,IR1,HLS,Inside,Gtl,Other,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713.0,Unf,0.0,163.0,876.0,GasA,Ex,Y,SBrkr,964,0,0,964,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1921.0,Unf,2.0,432.0,TA,TA,Y,0,0,44,0,0,0,0,8,2009,WD,Normal
1552,94,190,RL,60.0,7200,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,Other,1Story,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Other,Mn,Rec,1046.0,Unf,0.0,168.0,1214.0,GasA,Ex,N,SBrkr,1260,1031,0,2291,0.0,1.0,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2.0,506.0,TA,TA,Y,0,0,0,0,99,0,0,11,2007,WD,Normal
1553,95,60,RL,69.0,9337,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648.0,Unf,0.0,176.0,824.0,GasA,Ex,Y,SBrkr,905,881,0,1786,1.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1997.0,RFn,2.0,684.0,TA,TA,Y,0,162,0,0,0,0,0,5,2007,WD,Normal
1554,96,60,RL,68.0,9765,Reg,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,TA,Gd,PConc,Gd,Gd,No,ALQ,310.0,Unf,0.0,370.0,680.0,GasA,Gd,Y,SBrkr,680,790,0,1470,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2.0,420.0,TA,TA,Y,232,63,0,0,0,0,480,4,2009,WD,Normal
1555,97,20,RL,78.0,10264,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162.0,Unf,0.0,426.0,1588.0,GasA,Ex,Y,SBrkr,1588,0,0,1588,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2.0,472.0,TA,TA,Y,158,29,0,0,0,0,0,8,2006,WD,Normal
1556,98,20,RL,73.0,10921,Reg,HLS,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520.0,Unf,0.0,440.0,960.0,GasA,TA,Y,SBrkr,960,0,0,960,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1965.0,Fin,1.0,432.0,TA,TA,Y,120,0,0,0,0,0,0,5,2007,WD,Normal
1557,99,30,RL,85.0,10625,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108.0,Unf,0.0,350.0,458.0,GasA,Ex,N,SBrkr,835,0,0,835,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,1920.0,Unf,1.0,366.0,Fa,TA,Y,0,0,77,0,0,0,400,5,2010,Other,Abnorml
1558,100,20,RL,77.0,9320,IR1,Lvl,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569.0,Unf,0.0,381.0,950.0,GasA,Ex,Y,SBrkr,1225,0,0,1225,1.0,0.0,1,1,3,1,TA,6,Typ,0,None,None,1979.0,None,0.0,0.0,None,None,Y,352,0,0,0,0,0,400,1,2010,WD,Normal
1559,101,20,RL,68.0,10603,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200.0,Unf,0.0,410.0,1610.0,GasA,Gd,Y,SBrkr,1610,0,0,1610,1.0,0.0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1977.0,RFn,2.0,480.0,TA,TA,Y,168,68,0,0,0,0,0,2,2010,WD,Normal
1560,102,60,RL,77.0,9206,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,741.0,741.0,GasA,TA,Y,SBrkr,977,755,0,1732,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1985.0,Fin,2.0,476.0,TA,TA,Y,192,46,0,0,0,0,0,6,2010,WD,Normal
1561,103,90,RL,64.0,7018,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Other,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Other,Other,No,Unf,0.0,Other,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1535,0,0,1535,0.0,0.0,2,0,4,2,TA,8,Typ,0,None,Attchd,1979.0,Unf,2.0,410.0,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Normal
1562,104,20,RL,94.0,10402,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1226.0,1226.0,GasA,Ex,Y,SBrkr,1226,0,0,1226,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2009.0,RFn,3.0,740.0,TA,TA,Y,0,36,0,0,0,0,0,5,2010,WD,Normal
1563,105,50,RM,68.0,7758,Reg,Lvl,Corner,Gtl,Other,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Other,Other,BrkFace,600.0,TA,TA,PConc,TA,TA,No,LwQ,224.0,Unf,0.0,816.0,1040.0,GasA,Ex,Y,SBrkr,1226,592,0,1818,0.0,0.0,1,1,4,1,TA,7,Typ,2,TA,Detchd,1951.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,184,0,0,6,2007,WD,Normal
